n_estimators,max_depth,min_samples_split,max_iter,n_splits,mse_score_1,mse_score_2,mse_score_3,mse_score_4,mse_score_5,mse_score_6,mse_score_7,mse_score_8,mse_score_9,mse_score_10,mean_mse_score,prev_1,prev_2,prev_3,prev_4,prev_5,prev_6,prev_7,prev_8,prev_9,prev_10,mean_prev,ptev_1,ptev_2,ptev_3,ptev_4,ptev_5,ptev_6,ptev_7,ptev_8,ptev_9,ptev_10,mean_ptev,oob_1,oob_2,oob_3,oob_4,oob_5,oob_6,oob_7,oob_8,oob_9,oob_10,oob_score
100,,0.05,2,3,13.719262498499704,22.09654168882588,17.140059363597807,,,,,,,,17.651954516974463,0.6585980372895112,0.8189240550290798,0.9642141602641743,,,,,,,,0.813912084194255,0.3414019627104888,0.18107594497092014,0.03578583973582569,,,,,,,,0.18608791580574488,36.7,46.1,50.7,,,,,,,,44.5
100,,0.05,2,5,10.875347607019194,18.028164370685783,27.188995729579347,16.13581155798737,15.000030532507395,,,,,,17.44566995955582,0.7406406520091836,0.5993547333857364,0.8426776855800151,0.9029077715896255,0.981460608672908,,,,,,0.8134082902474937,0.25935934799081645,0.40064526661426364,0.1573223144199849,0.09709222841037442,0.018539391327092078,,,,,,0.1865917097525063,38.7,38.9,50.7,48.3,46.2,,,,,,44.56
100,,0.05,2,10,15.316158136985731,3.32107750842707,26.72115006387297,10.207601272875126,20.757726969952685,34.46399957807566,11.931807482715792,20.704048003074604,19.084128049624073,12.067526237442083,17.457522330304577,0.8696807603576189,0.41811800140738364,0.5740096934192176,0.5326768990391355,0.7328586196292234,0.939659840462659,0.9171729960945412,0.896430928114512,1.6549323808497927,0.9449891378608815,0.8480529257234967,0.1303192396423811,0.5818819985926164,0.4259903065807824,0.4673231009608645,0.26714138037077667,0.06034015953734096,0.08282700390545887,0.10356907188548808,-0.6549323808497928,0.05501086213911856,0.1519470742765035,40.9,44.6,42.6,41.0,46.4,50.3,45.6,48.6,47.9,47.1,45.5
100,,0.05,10,3,15.55794631681896,20.116288616277842,16.21928098949718,,,,,,,,17.297838640864658,0.745640734525332,0.7515278482613873,0.887731433939127,,,,,,,,0.7949666722419487,0.25435926547466803,0.24847215173861267,0.11226856606087293,,,,,,,,0.20503332775805125,57.8,71.8,58.9,,,,,,,,62.833333333333336
100,,0.05,10,5,12.126508840841073,20.088299422967502,26.660092913556156,15.979996254251125,12.988034343422186,,,,,,17.568586355007607,0.7297688345860526,0.6855877817868503,0.8296457649368817,0.8918143054890257,0.8569110182881491,,,,,,0.7987455410173918,0.2702311654139474,0.3144122182131497,0.17035423506311834,0.10818569451097429,0.14308898171185092,,,,,,0.20125445898260813,62.8,62.0,69.2,66.2,61.5,,,,,,64.34
100,,0.05,10,10,18.707822558346557,5.115769606885004,28.95725781720844,11.724017148278392,19.322684714450627,32.21964418160218,11.289672653405637,20.65347869732588,16.553295356451937,11.244247764991432,17.57878904989461,0.8700232362050938,0.6403919195013124,0.7373111562010921,0.5720115056774728,0.6833934849946992,0.8769530218378978,0.9075320584425453,0.8902744468258175,1.354429650291565,0.8951125836909567,0.8427433063668452,0.12997676379490622,0.3596080804986876,0.2626888437989079,0.4279884943225272,0.3166065150053008,0.12304697816210222,0.09246794155745477,0.10972555317418259,-0.35442965029156487,0.10488741630904334,0.15725669363315478,62.8,65.6,63.4,62.3,66.7,65.8,66.9,64.0,65.0,59.2,64.17
100,,0.1,2,3,13.781384034054692,21.355415628960248,17.359570796665533,,,,,,,,17.498790153226825,0.6647523306785909,0.7902439904837687,0.9928850826882425,,,,,,,,0.8159604679502007,0.33524766932140915,0.20975600951623125,0.007114917311757519,,,,,,,,0.1840395320497993,38.6,50.0,48.1,,,,,,,,45.56666666666666
100,,0.1,2,5,9.899242148930593,18.237391525677143,26.712586224223674,16.210996596687853,14.962546631257952,,,,,,17.20455262535544,0.6583055961624612,0.6115383512009255,0.8234517952551113,0.9006732823519927,0.9818678074285989,,,,,,0.7951673664798179,0.3416944038375388,0.3884616487990746,0.17654820474488878,0.09932671764800725,0.018132192571401032,,,,,,0.20483263352018208,40.7,38.7,50.6,50.0,49.3,,,,,,45.86
100,,0.1,2,10,16.139193642162766,3.3174044529317666,27.071310198510687,10.301807872128995,20.685422542922126,32.52986146135614,11.11161247526397,20.207309718801298,18.728577069002743,11.253348586929175,17.134584802000965,0.8742525517778709,0.42575747748262555,0.5673895728764612,0.5079233617641415,0.7272665807591817,0.8866544665243424,0.8177568828720395,0.8748956786626164,1.6339211871748687,0.878719982509525,0.8194537742403674,0.12574744822212913,0.5742425225173745,0.43261042712353887,0.4920766382358584,0.2727334192408183,0.11334553347565757,0.18224311712796043,0.1251043213373836,-0.6339211871748688,0.12128001749047497,0.1805462257596327,44.4,44.9,46.6,42.1,49.9,50.0,49.6,49.9,49.7,50.3,47.739999999999995
100,,0.1,10,3,15.34088078067014,20.411601991552036,16.513772674728212,,,,,,,,17.422085148983466,0.7358380408218356,0.7630845503312385,0.8788224436516752,,,,,,,,0.7925816782682498,0.2641619591781645,0.23691544966876155,0.12117755634832479,,,,,,,,0.20741832173175032,59.3,71.6,58.2,,,,,,,,63.033333333333324
