n_estimators,max_depth,min_samples_split,max_iter,n_splits,mse_score_1,mse_score_2,mse_score_3,mse_score_4,mse_score_5,mse_score_6,mse_score_7,mse_score_8,mse_score_9,mse_score_10,mean_mse_score,prev_1,prev_2,prev_3,prev_4,prev_5,prev_6,prev_7,prev_8,prev_9,prev_10,mean_prev,ptev_1,ptev_2,ptev_3,ptev_4,ptev_5,ptev_6,ptev_7,ptev_8,ptev_9,ptev_10,mean_ptev,oob_1,oob_2,oob_3,oob_4,oob_5,oob_6,oob_7,oob_8,oob_9,oob_10,oob_score
100,,0.05,2,3,17.332366468345505,25.923156132057326,18.870106618818003,,,,,,,,20.70854307307361,0.933141404438641,0.947333339503722,1.0305245205668,,,,,,,,0.9703330881697211,0.06685859556135895,0.052666660496277974,-0.03052452056680015,,,,,,,,0.029666911830278923,21.8,19.2,31.7,,,,,,,,24.233333333333334
100,,0.05,2,5,20.139011771010733,15.872298027149718,27.361709292242796,14.998093308072303,25.100280917264065,,,,,,20.694278663147923,0.9394944059430279,1.062370947936019,0.9082861054009432,0.8523296064085373,1.0625447573665712,,,,,,0.9650051646110196,0.06050559405697209,-0.06237094793601896,0.0917138945990568,0.1476703935914627,-0.06254475736657115,,,,,,0.034994835388980294,26.2,30.8,24.4,21.1,24.3,,,,,,25.36
100,,0.05,2,10,19.491455685972173,21.32677563540438,8.892309133801087,21.995967461125343,24.365025934301553,26.85428857014833,18.665492828020493,12.747210154970956,34.98987873529511,8.681560963438901,19.800996510247835,0.941191677777963,0.9693785919681543,0.7876262062174156,1.184918195231573,0.9930534508902489,0.7733565369528448,0.7428454552138428,1.2751805018957036,0.9298969609424003,0.9683461324089763,0.9565793709499124,0.05880832222203697,0.030621408031845612,0.21237379378258436,-0.1849181952315731,0.006946549109751141,0.22664346304715519,0.2571545447861572,-0.2751805018957036,0.07010303905759972,0.031653867591023746,0.04342062905008772,25.8,25.7,22.5,28.4,28.3,21.2,18.7,32.1,20.0,22.7,24.54
100,,0.05,10,3,18.931909475225847,27.227798944568534,18.45726535624675,,,,,,,,21.53899125868038,1.010149495783542,0.9894960374919654,1.0049920054053099,,,,,,,,1.001545846226939,-0.010149495783541863,0.010503962508034656,-0.004992005405309896,,,,,,,,-0.0015458462269390342,10.0,12.3,21.2,,,,,,,,14.5
100,,0.05,10,5,21.617645085947597,15.413186484648126,26.936234971148597,14.961943489073187,25.692285011353125,,,,,,20.924259008434127,1.0023553493892512,1.0316699927175255,0.9208163983723998,0.841585783572457,1.0710833078997393,,,,,,0.9735021663902745,-0.002355349389251243,-0.03166999271752537,0.07918360162760019,0.15841421642754303,-0.0710833078997393,,,,,,0.026497833609725456,13.1,15.5,15.9,20.5,22.8,,,,,,17.56
100,,0.05,10,10,22.88873097117403,20.8775837765776,9.677221916265928,22.85760175006162,22.538859523392066,28.537145005463838,19.091387794135183,11.11811574058817,39.327524221625666,10.087058377004716,20.700122907628884,1.079018834237356,0.9390896471725563,0.8332470181009594,1.2263465450023308,0.9130874717888735,0.8227272739182362,0.7333491842533283,1.1034096452270301,1.0447114811618197,1.1658999127787497,0.986088701364124,-0.07901883423735587,0.06091035282744374,0.1667529818990406,-0.22634654500233084,0.0869125282111265,0.17727272608176378,0.26665081574667165,-0.10340964522703021,-0.044711481161819715,-0.1658999127787498,0.013911298635875983,20.2,21.2,12.2,20.0,14.7,14.0,27.0,18.9,20.6,18.4,18.72
100,,0.1,2,3,17.64020563229854,26.273454689352743,19.29683823587746,,,,,,,,21.07016618584291,0.9337214280319677,0.9632451966028169,1.051992171451219,,,,,,,,0.9829862653620012,0.06627857196803237,0.03675480339718306,-0.051992171451218955,,,,,,,,0.017013734637998823,20.9,20.2,28.6,,,,,,,,23.23333333333333
100,,0.1,2,5,19.801806550427806,15.482640824704312,27.879381200837656,14.687648886376715,25.636015070712148,,,,,,20.69749850661173,0.9187784838108821,1.0362695171686631,0.9192647753625693,0.8354607525507747,1.0936965441225412,,,,,,0.9606940146030862,0.08122151618911784,-0.036269517168663216,0.08073522463743062,0.1645392474492253,-0.0936965441225413,,,,,,0.039305985396913844,18.5,23.3,21.9,20.7,21.7,,,,,,21.22
100,,0.1,2,10,18.679302429325542,22.407785773877585,9.13909678602383,20.891255860200197,23.46258748519737,27.388361061337754,18.428959505315046,13.2645501569731,34.267330803764885,8.999906773088869,19.692913663510417,0.890732973768693,1.0155549824912025,0.8165911369016239,1.1279456735447284,0.959649228915407,0.7874873531327287,0.7310279432158755,1.3253773351374316,0.9146821075601198,1.0476993642876238,0.9616748098955435,0.10926702623130698,-0.015554982491202402,0.18340886309837606,-0.12794567354472847,0.040350771084592986,0.21251264686727134,0.26897205678412445,-0.3253773351374316,0.0853178924398802,-0.047699364287623836,0.03832519010445657,24.6,23.8,20.2,24.0,26.5,16.1,21.1,24.5,23.4,20.5,22.470000000000002
100,,0.1,10,3,18.97447587689399,26.75037329410976,18.477587748405234,,,,,,,,21.400812306469664,1.0079067512854036,0.9720648314137686,0.9995174663940003,,,,,,,,0.9931630163643909,-0.007906751285403722,0.02793516858623133,0.00048253360599968093,,,,,,,,0.006836983635609097,11.2,15.6,14.0,,,,,,,,13.6
100,,0.1,10,5,21.69345088902571,15.445137694266887,26.236353965454263,15.03658343482805,25.397793502247445,,,,,,20.76186389716447,1.00084816959657,1.0336836934527731,0.8961495762874462,0.8395267386853186,1.0621140520040897,,,,,,0.9664644460052395,-0.0008481695965700413,-0.03368369345277321,0.1038504237125538,0.16047326131468148,-0.0621140520040896,,,,,,0.03353555399476049,14.3,18.2,16.3,26.3,19.9,,,,,,19.0
100,,0.1,10,10,22.79395099039736,20.399310124382335,10.005752248842688,22.537279726397802,22.389671011405923,28.366191259557834,18.275464019719035,12.024307743225073,39.329167586414016,9.896908595412185,20.601800330575422,1.0650432154375484,0.919197084460905,0.853433203393047,1.204707110100927,0.9132212839051783,0.814883604930653,0.7036092533910855,1.1868209942961743,1.039579592837269,1.15143894859533,0.9851934291348119,-0.06504321543754833,0.08080291553909502,0.14656679660695307,-0.204707110100927,0.08677871609482168,0.18511639506934693,0.2963907466089145,-0.18682099429617421,-0.039579592837269084,-0.15143894859532997,0.014806570865188268,21.9,23.4,14.0,22.6,18.2,19.4,27.3,25.3,20.9,20.6,21.36
100,,0.15,2,3,17.47676791788545,27.0388933451858,18.931574043623677,,,,,,,,21.149078435564977,0.943593237489493,0.9849780671577438,1.0322961441339067,,,,,,,,0.9869558162603811,0.056406762510506976,0.01502193284225619,-0.03229614413390668,,,,,,,,0.013044183739618827,18.6,20.1,27.7,,,,,,,,22.133333333333336
