n_estimators,max_depth,min_samples_split,max_iter,mse_score_1,mse_score_2,mse_score_3,mse_score_4,mse_score_5,mse_score_6,mse_score_7,mse_score_8,mse_score_9,mse_score_10,mean_mse_score,prev_1,prev_2,prev_3,prev_4,prev_5,prev_6,prev_7,prev_8,prev_9,prev_10,mean_prev,ptev_1,ptev_2,ptev_3,ptev_4,ptev_5,ptev_6,ptev_7,ptev_8,ptev_9,ptev_10,mean_ptev
1,,2,2,30.796289928520196,48.445239140692784,48.26649662112591,51.89213713461824,22.418062729802823,31.5772022224241,37.42167562275181,27.239290337930512,23.516350110519905,14.346927981973199,33.59196718303595,1.2414713425710353,1.7940696152119493,2.083388254294558,1.5754446120109753,0.9802857669167186,2.0559470201066885,1.657941992471133,1.5297930273999238,1.283799910554472,1.6145209220442973,1.5816662463581752,-0.24147134257103528,-0.7940696152119493,-1.083388254294558,-0.5754446120109753,0.01971423308328138,-1.0559470201066887,-0.6579419924711329,-0.529793027399924,-0.28379991055447207,-0.6145209220442972,-0.5816662463581752
1,,2,3,31.8758307470678,45.56640478504399,37.61025943961497,48.144052163235365,11.180891354422895,18.4295678520735,42.988233572029806,38.17015069898501,16.550174414658922,20.288104377542446,31.080366940467467,1.3646705815195286,1.7595613810295914,1.784496720891449,1.4225417092724297,0.4973079705825973,1.3126699654739364,1.8375571060379259,2.1365353573665913,0.9580825807353164,2.2909636376493605,1.5364387010558727,-0.3646705815195287,-0.7595613810295914,-0.7844967208914492,-0.42254170927242973,0.5026920294174028,-0.31266996547393644,-0.837557106037926,-1.1365353573665913,0.04191741926468358,-1.2909636376493603,-0.5364387010558727
1,,2,10,30.123620810800276,29.010673070590943,19.487649155071924,36.01347196645191,9.309637744156165,14.078524571175803,25.35803175412372,16.948378227124802,15.953176532351831,13.976937377503988,21.026010120935133,1.2878787830333376,1.0793817401369883,0.8963317132140232,1.128871350961811,0.3846910608642455,0.891796970024564,1.1062312156453122,0.9390440181915211,0.9714767972624221,1.5034700755426464,1.018917372487687,-0.2878787830333376,-0.07938174013698819,0.10366828678597684,-0.12887135096181096,0.6153089391357546,0.10820302997543597,-0.10623121564531234,0.060955981808478915,0.02852320273757789,-0.5034700755426464,-0.01891737248768713
1,,2,20,29.66866075331293,27.40386584926571,23.126291163521806,38.37672332214766,13.248454666868357,16.60217079531914,10.243849573739627,15.239980316879914,11.389910896299774,8.088344873697832,19.338825221105274,1.2440181566959367,1.0604985318449751,1.1165601169236814,1.20087574988456,0.5900861794705348,1.1463634617683192,0.45580759711887214,0.7157341969159596,0.7021980624818356,0.9290856239716586,0.9161227677076333,-0.2440181566959367,-0.0604985318449752,-0.11656011692368135,-0.20087574988455983,0.40991382052946523,-0.14636346176831924,0.5441924028811278,0.28426580308404037,0.2978019375181644,0.07091437602834141,0.08387723229236667
1,,5,2,38.57425682826074,35.45666577845417,19.610775516154703,44.49306428455275,31.40651097419771,18.2234302908421,35.35321064650334,20.929053231632164,27.87483924334364,16.24426199985136,28.816606879379265,1.6480227539578354,1.2763052345360155,0.9486175675376295,1.3873755692473915,1.4547921403875888,1.292399910064737,1.622728426869713,1.1532763683604943,1.7002855528003726,1.8015608280175062,1.4285364351779284,-0.6480227539578355,-0.2763052345360155,0.05138243246237049,-0.3873755692473916,-0.45479214038758864,-0.292399910064737,-0.6227284268697131,-0.1532763683604943,-0.7002855528003725,-0.801560828017506,-0.42853643517792833
1,,5,3,24.215338736374754,40.01317632995952,30.578562623705643,45.71886495410427,23.344158637425345,15.78045563474874,26.30649571588399,17.20279651363962,31.174817286268265,16.563820627741265,27.08984870598514,1.059078135686179,1.425664690665741,1.4305069332224754,1.430222493071283,1.066880253828904,0.985400325655919,1.092005747538103,0.8415156848112615,1.7764413513063217,1.7502786010182736,1.285799421680446,-0.05907813568617897,-0.4256646906657411,-0.4305069332224754,-0.4302224930712831,-0.06688025382890397,0.01459967434408109,-0.09200574753810306,0.15848431518873846,-0.7764413513063219,-0.7502786010182735,-0.28579942168044614
1,,5,10,27.90885986552988,30.359208215358553,21.087851124724338,60.2823072251898,11.686225418897614,16.452009453927808,20.094060212294536,30.261511471914964,19.308616367949547,9.494014142121058,24.69346634979081,1.1188651595422676,1.1532247505851903,1.004271390567824,1.8896592749023642,0.5333192205769679,1.1807984780587555,0.7160553404353782,1.603456562859219,1.19080078273321,1.0728868467142187,1.1463337806975396,-0.11886515954226756,-0.1532247505851902,-0.004271390567823995,-0.8896592749023642,0.4666807794230321,-0.18079847805875554,0.2839446595646217,-0.6034565628592191,-0.19080078273321005,-0.07288684671421865,-0.14633378069753958
1,,5,20,22.99929497552216,35.53840072474508,19.6361328442361,36.98869331367461,12.21390006264169,14.160284179100266,12.99092296913426,11.086575497641238,12.794803142597324,11.97992435420535,19.038893206349805,0.8970272183958523,1.2694457480198005,0.9489762542991723,1.1580120092518789,0.471429279872874,1.010623690554842,0.6150823105643567,0.5118518353097319,0.7865495689093284,1.292145151886615,0.8961143067064452,0.10297278160414775,-0.26944574801980054,0.05102374570082771,-0.15801200925187883,0.528570720127126,-0.010623690554842049,0.3849176894356433,0.48814816469026817,0.21345043109067166,-0.292145151886615,0.10388569329355483
1,1.0,2,2,22.569997804481243,16.096037121487083,18.670708964094853,29.149997580224735,4.655007270948216,5.592924123507648,6.0768697876341085,9.778692868993643,10.979550949369656,5.152774915922498,12.872256138666367,0.8447707802980261,0.6234392522471892,0.901888338428544,0.914215204326699,0.18931897674563652,0.4003975756946457,0.23904718363420713,0.5007644324289845,0.6735921303258968,0.5445469276524154,0.5831980801782245,0.15522921970197384,0.37656074775281073,0.09811166157145597,0.08578479567330104,0.8106810232543634,0.5996024243053544,0.7609528163657928,0.49923556757101556,0.32640786967410323,0.45545307234758453,0.4168019198217755
1,1.0,2,3,19.138191965415217,21.71271896725846,17.660635091052484,25.60251430887515,2.4114809413696388,6.098532771632941,6.509222973632196,9.334575398204354,7.198931888344831,5.124751723785535,12.079155602957082,0.8082381497516871,0.832122297302544,0.8423974644095185,0.7978899776337824,0.09238422923984374,0.41766212018949084,0.23453285352750877,0.49655509271336645,0.44399705577820203,0.49782149760506667,0.546360073815101,0.19176185024831294,0.16787770269745608,0.15760253559048157,0.20211002236621753,0.9076157707601562,0.5823378798105092,0.7654671464724913,0.5034449072866336,0.5560029442217981,0.5021785023949333,0.453639926184899
1,1.0,2,10,23.175599493351918,17.493489534758282,14.150403721417742,23.59954714977524,3.140569711149709,6.343185969702066,6.407455420563734,9.580382210390677,7.357755859425416,4.904624200073371,11.615301327060816,0.8576823487160659,0.6723865779770201,0.6760884573495398,0.739059989836035,0.1353435714593568,0.42831599597332864,0.1806442380792481,0.5355028612304519,0.4537730799158286,0.4635222018399855,0.514231932237686,0.14231765128393412,0.32761342202297994,0.3239115426504602,0.260940010163965,0.8646564285406432,0.5716840040266714,0.819355761920752,0.46449713876954807,0.5462269200841714,0.5364777981600145,0.4857680677623139
1,1.0,2,20,25.254612706364576,18.376834012190614,12.930453401884815,26.70239240501007,3.639735306516578,6.180065546191999,5.750575075537868,7.5538301501849086,6.38928775973227,6.365507389604731,11.914329375321843,1.0008610124365138,0.7063710935850925,0.6144660381810939,0.8374513606673777,0.14097722388080702,0.40716371114178307,0.16228852836989252,0.40031289515314067,0.39324005774144827,0.6648491457362267,0.5327981066893377,-0.0008610124365138965,0.2936289064149074,0.38553396181890615,0.16254863933262229,0.859022776119193,0.5928362888582169,0.8377114716301074,0.5996871048468594,0.6067599422585518,0.3351508542637734,0.46720189331066236
1,1.0,5,2,21.109642789979276,20.467708002654426,11.274537782902135,27.399426684862377,3.800624254771154,8.660984564266125,7.071763670191119,9.304238530956187,9.332531172300806,5.634820209949981,12.405627766283358,0.8688679812811685,0.7710636650842787,0.5485968768672145,0.8530543465156915,0.17462781870701827,0.6178287186863584,0.24109864718892063,0.5125104002677672,0.5703556909934935,0.6418363753604533,0.5799840520952364,0.13113201871883146,0.22893633491572132,0.45140312313278547,0.14694565348430857,0.8253721812929817,0.38217128131364164,0.7589013528110794,0.4874895997322328,0.4296443090065066,0.35816362463954665,0.42001594790476365
1,1.0,5,3,18.730982577887282,19.961007709737114,12.72385292457099,23.342104195810403,4.0573235201247595,5.8048024793271775,5.715537938202754,8.971447225112325,7.343574333881308,6.724816304228035,11.337544920888215,0.6976147458889352,0.7724401245584076,0.6185425116779141,0.732108975298455,0.1683488818931459,0.4064680416455819,0.20464274322589934,0.47069467747424654,0.45031041452400206,0.6071161670181295,0.5128287283204717,0.30238525411106476,0.22755987544159237,0.381457488322086,0.2678910247015451,0.831651118106854,0.5935319583544181,0.7953572567741006,0.5293053225257535,0.549689585475998,0.3928838329818705,0.48717127167952823
1,1.0,5,10,20.161593855453038,18.041797261611787,13.538794167612583,25.829689638566318,3.5503962905728934,6.508072245016131,4.985425232719665,7.455603588099492,6.728579614528607,6.184893239918348,11.298484513409887,0.8152518725646072,0.6977689402525465,0.6547879326452459,0.7939534486491435,0.12985403049873157,0.44933114331117147,0.17257447427948788,0.390043007306066,0.41240663989608806,0.6492419852664328,0.5165213474669521,0.18474812743539282,0.30223105974745346,0.34521206735475407,0.20604655135085653,0.8701459695012684,0.5506688566888286,0.8274255257205121,0.609956992693934,0.5875933601039119,0.35075801473356716,0.4834786525330479
1,1.0,5,20,20.97789479641523,18.490934082852597,14.094329143549238,23.157894063256364,3.3099719374508934,6.49856887029412,6.3425837623518095,10.261372186406934,6.567375244340301,6.125389429066823,11.582631351598431,0.824149888602678,0.7147894518413852,0.6777976766633041,0.7257655134452079,0.12497767162462706,0.44406240418981324,0.1792010908745638,0.5252518799751007,0.4003093952431333,0.5820274195344655,0.5198332391994279,0.17585011139732196,0.28521054815861485,0.32220232333669585,0.2742344865547921,0.8750223283753729,0.5559375958101868,0.8207989091254362,0.4747481200248993,0.5996906047568668,0.41797258046553454,0.4801667608005721
1,50.0,2,2,27.498125926649422,34.230613650774494,34.69306627743873,58.74441802686208,25.20241880595831,26.658291428105528,24.700915341732095,26.41110197622226,35.33025210323876,22.529315748920748,31.599851928590244,1.183020096373756,1.3121339002245902,1.467283626522447,1.82842501920405,1.1664210170542204,1.9111277467122134,1.1043531303184029,1.2532457392283385,2.1668785351676063,2.5951781092943778,1.5988066920100004,-0.1830200963737561,-0.31213390022459025,-0.4672836265224469,-0.82842501920405,-0.16642101705422038,-0.9111277467122134,-0.10435313031840286,-0.25324573922833854,-1.1668785351676065,-1.5951781092943778,-0.5988066920100004
1,50.0,2,3,36.68316544694107,33.833426711808734,40.003146160724555,36.7822100119392,34.51610720777303,33.14116551775816,22.6727458750722,25.676940751872753,22.402944315455027,12.408986350195539,29.81208383495403,1.6081486592782523,1.2337299752136845,1.8932731118800388,1.1534743202545954,1.5234276645534286,2.3669816961794616,0.7456791534918341,1.4529667771445711,1.375094320008076,1.2784114823596768,1.463118716036362,-0.6081486592782525,-0.23372997521368458,-0.8932731118800388,-0.15347432025459534,-0.5234276645534286,-1.3669816961794616,0.2543208465081659,-0.4529667771445711,-0.3750943200080761,-0.2784114823596769,-0.463118716036362
1,50.0,2,10,23.869821971816123,25.155795542545725,23.441807637861523,45.88088571590821,16.69725289481493,20.150700089567376,21.55240654517316,16.151291618590925,30.710127202740463,10.016835408757833,23.362692462777623,1.0275787324042385,0.9606552468465606,1.1265945455377053,1.4066328132620358,0.7547511217800896,1.388388272378325,0.8547159291657146,0.8981752867515713,1.8411986241541756,1.1474619943833724,1.1406152566663788,-0.027578732404238412,0.03934475315343943,-0.12659454553770536,-0.4066328132620358,0.24524887821991037,-0.3883882723783249,0.14528407083428543,0.10182471324842872,-0.8411986241541756,-0.14746199438337232,-0.14061525666637884
1,50.0,2,20,23.84724461303862,30.80050352350711,23.33022785792849,32.0611874588359,21.860084687275055,26.767742595878854,35.61921705727851,12.048753638341541,20.69613288576831,15.699229461082714,24.27303237789351,0.8726225576560542,1.1925492501065666,1.135675958599755,1.0037133936460496,0.9267949006070004,1.9134686269210561,1.577163545563233,0.6492137654845866,1.2761991521663987,1.8083795026785832,1.2355780653429285,0.12737744234394577,-0.19254925010656654,-0.13567595859975493,-0.0037133936460497065,0.07320509939299956,-0.9134686269210561,-0.5771635455632328,0.3507862345154133,-0.2761991521663987,-0.8083795026785832,-0.23557806534292833
1,50.0,5,2,18.739417712210617,31.26391697845041,28.887784146664437,71.22916541923135,26.621445374561727,23.134237531839666,18.82191193467837,24.86288713772264,38.45644177497608,14.285188949143476,29.630239695947882,0.726005301929753,1.1433726115178071,1.3764667080161017,2.2272331706273727,1.2330806535387477,1.41775164195603,0.6583672829115393,1.1333483132415423,2.369914491892475,1.336855500088099,1.3622395675719468,0.27399469807024696,-0.1433726115178071,-0.37646670801610166,-1.2272331706273727,-0.23308065353874766,-0.41775164195603,0.34163271708846066,-0.13334831324154228,-1.3699144918924746,-0.3368555000880991,-0.36223956757194675
