pathway	AAL-144.12m	AAL-144.6m	ADA-105.3m	ADA-105.BL	AGA-071.12m	AGA-071.6m	AKE-009.12m	AKE-009.3m	AKE-009.6m	AKE-009.BL	AKI-011.12m	AKI-011.3m	AKI-011.BL	AKO-139.3m	AKO-139.6m	ALI-121.BL	ALO-163.12m	ALO-163.6m	ALO-163.BL	AMC-155.3m	AME-128.3m	AME-128.BL	AME-157.3m	AME-157.6m	ATA-129.3m	ATA-129.BL	AWA-052.3m	AWA-052.6m	AWA-052.BL	AWA-083.12m	AWA-083.3m	AWA-083.6m	AWA-083.BL	BHO-014.12m	BHO-014.3m	BHO-014.6m	BHO-014.BL	BKN-104.BL	BMI-156.12m	BMI-156.3m	BMI-156.6m	CBO-004.12m	CBO-004.6m	CGA-134.3m	CRO-108.3m	CRO-108.BL	CWA-161.12m	CWA-161.6m	EJO-092.3m	EJO-092.BL	EKA-135.12m	EKA-135.3m	EKA-135.6m	EKR-045.12m	EKR-045.3m	EKR-045.6m	EKR-045.BL	EPO-182.BL	FWI-098.3m	FWI-098.BL	GHA-035.12m	GHA-035.3m	GHA-035.6m	GHA-035.BL	HDE-154.3m	HGI-010.12m	HGI-010.3m	HGI-010.6m	HGI-010.BL	JCA-109.3m	JCA-109.BL	JDI-140.12m	JDI-140.3m	JDI-140.6m	JJO-093.3m	JJO-093.BL	JPO-022.3m	JPO-022.6m	JPO-022.BL	JUG-116.3m	JUG-116.BL	KAN-138.3m	KBR-162.12m	KBR-162.3m	KBR-162.6m	KBR-162.BL	KBU-085.3m	KBU-085.6m	KBU-085.BL	KCE-034.3m	KCE-034.6m	KCE-034.BL	KPA-042.12m	KPA-042.3m	KPA-042.BL	KRI-072.12m	KRI-072.3m	KRI-072.6m	KWA-122.3m	KWA-122.BL	KWA-141.12m	KWA-141.3m	KWA-141.6m	LBU-015.12m	LBU-015.3m	LBU-015.BL	LEL-147.12m	LEL-147.3m	LEL-147.6m	LFI-003.12m	LFI-003.3m	LFI-003.6m	LFI-003.BL	LMC-111.3m	LMC-111.BL	LVA-017.12m	LVA-017.6m	LVA-017.BL	LZD-142.3m	LZD-142.6m	MCA-088.3m	MCA-088.BL	MES-068.12m	MES-068.3m	MES-068.6m	MJA-153.6m	MST-025.12m	MST-025.6m	MST-039.12m	MST-039.3m	MST-039.6m	MST-039.BL	MWE-112.BL	MWE-143.12m	MWE-143.3m	MWE-143.6m	MWO-133.12m	MWO-133.3m	MWO-133.6m	MWY-152.3m	MWY-152.6m	NBI-048.12m	NBI-048.3m	NBI-048.BL	NDI-067.12m	NDI-067.3m	NDI-067.6m	NDI-067.BL	NPO-149.12m	NPO-149.3m	NPO-149.6m	NTA-021.12m	NTA-021.3m	NTA-021.6m	NTA-021.BL	RLA-132.12m	RLA-132.3m	RLA-132.6m	SCA-043.12m	SCA-043.3m	SCA-043.6m	SCA-043.BL	SCR-061.3m	SCR-061.6m	SCR-061.BL	SDA-150.3m	SDA-150.6m	SEG-080.3m	SEG-080.6m	SEG-080.BL	SGA-062.12m	SGA-062.3m	SGA-062.6m	SGA-062.BL	TDU-086.3m	TDU-086.BL	TFA-016.12m	TFA-016.3m	TFA-016.BL	TSH-146.3m	TSH-146.6m	YOR-103.6m	YOR-103.BL	AGA-071.3m	AGA-071.BL	AMA-031.6m	AME-128.12m	AME-128.6m	ASO-013.12m	ASO-013.6m	ATA-129.12m	ATA-129.6m	BKN-104.6m	CBO-004.3m	CED-026.12m	CED-026.6m	CED-026.BL	CRO-108.6m	CSH-012.12m	CSH-012.3m	CSH-012.6m	EBE-130.6m	EJO-092.6m	FWI-098.6m	JCA-109.6m	JFU-027.12m	JFU-027.6m	JJO-093.6m	JKN-127.6m	JUT-032.12m	JUT-032.6m	JVE-126.6m	KBU-085.12m	KGI-029.12m	KGI-029.6m	LBU-015.6m	LMC-111.6m	MAR-119.6m	MCA-088.6m	MDI-107.3m	MDI-107.6m	MES-068.BL	MFB-118.3m	MFB-118.6m	MHO-117.3m	MLU-106.3m	MMA-036.6m	MSH-091.3m	MSH-091.6m	MST-025.3m	MWE-112.3m	MWE-112.6m	NKA-090.3m	PBE-123.3m	RAE-114.3m	RAF-125.3m	RHP-023.12m	ROL-006.6m	ROL-006.BL	SBO-020.3m	SBO-020.6m	SEG-080.12m	SKA-087.3m	SSH-028.6m	TBU-115.3m	TBU-115.6m	TDU-086.12m	TRO-113.3m	VCA-041.6m	WPE-005.6m	YOR-103.3m	YSU-097.3m	YSU-097.6m	ZVU-096.3m	ZVU-096.6m	AAL-144.3m	ABR-079.3m	ABR-079.BL	ACO-053.3m	ACO-053.BL	AHE-055.3m	AHE-055.BL	AKE-009.18m	AKI-011.18m	AKO-139.18m	AKO-139.BL	ALO-163.3m	AMA-031.3m	AMA-031.BL	AMC-155.BL	AME-128.18m	AME-157.BL	ASO-013.18m	ASO-013.3m	ASO-013.BL	ATA-129.18m	AWI-167.3m	AWI-167.BL	BAN-193.3m	BAN-193.BL	BHO-014.18m	BIN-201.3m	BIN-201.BL	BKN-104.12m	BKN-104.18m	BMI-156.BL	BMO-164.3m	BMO-164.BL	BSA-174.3m	BSA-174.BL	CAM-057.3m	CAM-057.BL	CBO-004.18m	CCO-189.BL	CED-026.18m	CED-026.3m	CEL-073.BL	CGA-134.BL	CIS-077.3m	CIS-077.BL	CKR-078.3m	CKR-078.BL	CLE-049.3m	CLE-049.BL	COW-066.3m	COW-066.BL	CRO-108.12m	CRO-108.18m	CSH-012.18m	CWA-161.3m	CWA-161.BL	CWA-183.BL	DSC-024.3m	DSC-024.BL	EBE-051.3m	EBE-051.BL	EHI-177.BL	EJO-092.12m	EJO-092.18m	EKA-135.18m	EKA-135.BL	ELA-159.BL	EPO-182.3m	EVO-184.3m	EVO-184.BL	FWI-098.12m	FWI-098.18m	GFU-188.3m	GFU-188.BL	GHA-035.18m	HDE-154.BL	HGI-010.18m	JCA-109.12m	JCA-109.18m	JDI-140.18m	JFU-027.BL	JJO-093.12m	JJO-093.18m	JKN-127.12m	JKN-127.18m	JPO-022.18m	JUG-116.12m	JUT-032.18m	JUT-032.3m	JUT-032.BL	JVE-126.12m	KAN-138.BL	KEL-185.3m	KEL-185.BL	KGI-029.18m	KGI-029.BL	KHE-170.BL	KHU-196.BL	KVA-038.3m	KWA-141.BL	LBL-047.3m	LBL-047.BL	LBU-015.18m	LEL-147.18m	LEL-147.BL	LFI-003.18m	LJA-101.12m	LJA-101.18m	LMC-111.12m	LMC-111.18m	LPF-198.BL	LZD-142.BL	MAR-119.12m	MAR-119.18m	MBA-187.BL	MCA-088.12m	MCA-088.18m	MCW-065.3m	MCW-065.BL	MDI-107.12m	MFB-118.12m	MFB-118.18m	MGA-076.3m	MGA-076.BL	MHO-117.12m	MHO-117.18m	MJA-153.BL	MKE-192.BL	MLU-106.12m	MMA-036.3m	MMA-036.BL	Mock9a	MRT-179.BL	MSH-091.12m	MSH-091.18m	MWE-112.12m	MWE-143.BL	MWO-133.18m	MWO-133.BL	MWY-152.18m	MWY-152.BL	NBI-069.3m	NBI-069.BL	NCO-171.BL	NMO-151.BL	NPO-149.BL	RAM-050.3m	RAM-050.BL	RHP-023.3m	RHP-023.BL	RLA-132.18m	RLA-132.BL	ROL-006.12m	ROL-006.3m	SBO-020.12m	SBO-020.BL	SDA-150.12m	SDA-150.18m	SDA-150.BL	SKA-195.BL	SLO-178.BL	SRO-194.BL	SSH-028.12m	SSH-028.3m	SSH-028.BL	TBU-115.12m	TBU-115.18m	TFA-172.BL	TRO-113.12m	TRO-113.18m	TSH-146.12m	TSH-146.18m	TSH-146.BL	TSL-056.3m	TSL-056.BL	VCA-041.12m	VCA-041.3m	VCA-041.BL	WPE-005.12m	WPE-005.3m	WPE-005.BL	YSU-097.12m	AAL-144.BL	ACO-053.12m	ACO-053.18m	ACO-053.6m	AHE-055.12m	AHE-055.6m	ALO-163.18m	AWI-167.12m	AWI-167.6m	BAN-193.6m	BIN-201.12m	BIN-201.18m	BKN-104.3m	BSA-174.12m	BSA-174.6m	CAM-057.12m	CAM-057.6m	CEL-073.12m	CEL-073.18m	CEL-073.6m	CIS-077.12m	CIS-077.6m	CLE-049.12m	CLE-049.6m	COW-066.12m	COW-066.18m	COW-066.6m	CPU-075.18m	CPU-075.6m	CWA-161.18m	EBE-130.3m	EBE-130.BL	EHI-177.12m	EHI-177.18m	EHI-177.6m	EKR-045.18m	EVO-184.12m	EVO-184.18m	EVO-184.6m	GFU-188.12m	GFU-188.18m	GFU-188.6m	IBE-120.3m	IBE-120.BL	JER-110.3m	JER-110.BL	JGO-100.BL	JKN-127.3m	JKN-127.BL	JUG-116.18m	JVE-126.3m	JVE-126.BL	KBU-085.18m	KEL-199.12m	KEL-199.18m	KEL-199.3m	KEL-199.6m	KEL-199.BL	KGI-029.3m	KHE-170.12m	KHE-170.18m	KHE-170.3m	KHE-170.6m	KHU-196.12m	KHU-196.3m	KHU-196.6m	LBL-047.12m	LBL-047.18m	LBL-047.6m	LDO-148.12m	LDO-148.18m	LDO-148.3m	LDO-148.6m	LDO-148.BL	LJA-101.3m	LJA-101.BL	LPF-198.12m	LPF-198.3m	LPF-198.6m	LST-186.3m	LST-186.6m	LST-186.BL	LVA-017.18m	MAR-119.3m	MAR-119.BL	MBA-187.12m	MBA-187.18m	MBA-187.3m	MBA-187.6m	MCW-065.12m	MCW-065.18m	MCW-065.6m	MDI-107.BL	MES-068.18m	MFB-118.BL	MGA-076.12m	MGA-076.18m	MGA-076.6m	MHO-117.BL	MKE-192.6m	MSH-091.BL	MST-025.18m	MST-039.18m	NAR-099.BL	NBI-069.12m	NBI-069.18m	NBI-069.6m	NCO-171.12m	NCO-171.18m	NCO-171.3m	NCO-171.6m	NDI-067.18m	NEL-094.3m	NEL-094.BL	NKA-090.BL	PBE-123.BL	QNG-166.12m	QNG-166.18m	QNG-166.3m	QNG-166.6m	QNG-166.BL	RAE-114.BL	RAF-125.BL	RAM-050.6m	ROL-006.18m	SAB-160.3m	SAB-160.BL	SBO-020.18m	SCA-043.18m	SEG-080.18m	SGA-062.18m	SKA-087.BL	SKA-195.3m	SKA-195.6m	SLO-178.12m	SLO-178.18m	SLO-178.3m	SLO-178.6m	SRO-194.3m	SSH-028.18m	TBU-115.BL	TDU-086.6m	TFA-016.18m	TFA-172.12m	TFA-172.18m	TFA-172.3m	TFA-172.6m	TRO-113.6m	TRO-113.BL	TSL-056.12m	TSL-056.6m	VCA-041.18m	WPE-005.18m	YSU-097.BL	ZVU-096.BL	EHI-177.3m	JDI-140.BL	KRI-072.BL	KVA-038.BL	LVA-017.3m
1CMET2-PWY	31398.9424562273	30201.443971717785	34679.5482822875	33870.35091341832	40767.9568433725	38798.947458965034	23149.35407344948	35850.349015296204	40779.50672685095	28214.460929378864	30911.932442171954	35135.527935370774	26738.444589156046	39773.15899583838	35697.313762240985	19071.595779285417	41176.83529807547	32633.620185347485	40440.73993596869	29269.856613650074	30482.406901762864	41311.94713359574	22141.62052867964	35902.51562084263	45820.64772615579	45997.99105561272	46851.667221980046	44310.08252626089	37342.023494900255	31203.25325715778	32820.444610343424	31414.035528150744	36596.587241558474	47432.64858605621	38367.083662540215	43292.944151237076	29602.82717477444	28594.488096952187	43685.77364149819	35151.90072890334	35393.752588349	28959.487105301643	35155.22236293304	36669.761590878785	52734.88589207563	42926.78695396861	39047.099370606236	47883.608415386014	33023.895426402996	34635.488016170486	34437.77953910296	36802.46647947021	30502.614795364378	47034.04499780836	29684.767326540707	38351.64678202698	20251.261119606927	40554.4897931457	26188.99951318339	38375.35415074101	29700.86230559018	38264.723551298506	38573.90780629937	41373.327500949556	35308.24233027657	38611.33155844698	41140.49975050171	50560.8550278074	50531.76903826794	42621.91893039288	39649.7317858215	34941.45500348597	44584.62712869119	40572.99256570562	23076.246363496663	28508.98824196389	38929.63620516451	26073.26955542642	45983.206784782444	36218.30794572252	39554.88623295308	44889.23914168052	25716.06344213357	35475.034366429245	26153.871861387706	30898.734399666195	27167.26012568648	31463.800605453605	33453.083815817285	38124.51563718813	29779.298725787525	33040.768119086475	56290.2853891148	38380.14944785631	32650.333336391453	25785.46839572821	35510.645667066216	38628.59440122637	43421.859380708505	28484.97897131749	29565.96626475509	53525.352173551306	35719.94991764937	46913.548045031755	19274.747756912577	31700.946149494277	29224.5933939746	50858.0643804177	24078.61092622335	38044.18990638039	24663.793373687324	36985.592378100046	31155.40920067002	40311.70207418747	43255.13301695003	47209.57164646271	30224.733749087954	18376.14665799416	42162.96849815767	34024.83796909592	28440.99575201194	42843.14038980802	40244.71810582382	46901.90617525825	36149.8306750577	15106.70164554333	29469.51831865513	18898.893517990804	47818.59441446027	30573.86512180288	44380.46034428632	31145.85125664376	24695.05363598732	30429.38169596517	28758.376625291156	22440.364991319828	51135.93942429987	45434.87972638683	36809.7873901033	35525.03798722037	48736.72050116587	36913.315701922635	40526.147045041995	26394.081227174218	36144.241773970636	31984.498243174065	27657.974026982916	33916.83248987296	41244.54651272873	33284.78912659339	37054.87727872644	34279.94488185491	32735.292073521297	51626.92880895172	31893.71079038446	38808.22181925367	32811.4500838111	32641.649367204656	45170.53917767489	35382.66315391281	44245.8884848104	31925.08746749568	37914.67722952799	25921.951335162386	35060.84100388299	37158.53821427308	34494.294140717575	38464.382505917434	24302.1707436604	32852.97153482978	35576.72559861877	29700.655957678024	36049.92739079463	24481.460435809724	39239.52276030785	19040.633936070506	53642.56914446556	34020.26969340056	23663.87919576997	47573.610782171476	33908.43322829287	25053.204096314283	27242.656149156257	39810.77170352997	37915.52062998176	40572.68547062579	36943.882425478405	36543.654603460476	29890.58199267259	24765.945223898027	31708.63818770899	30150.490384420627	36817.59688808465	32565.779778285974	26957.782638620993	30698.312582114006	32115.592748211522	32036.498313860364	27415.239440257214	34986.50631824706	36377.584563849276	22316.94219344697	29608.518801070244	36718.264856107875	30657.13063777453	30910.837932892817	37737.669583674986	38760.79802768454	35273.61950681055	33743.91542077408	36461.543563197556	34670.02234768955	20264.348427096356	29920.034565041646	28818.64594324473	31494.19416648982	40398.40493598416	41074.20434924248	36941.99474187268	44016.44947830846	35929.495862284915	26588.296698843023	34439.68429984231	34765.42277399297	28404.217203060256	38498.87908934691	19120.65916400653	45850.679451370655	39306.412579912285	29909.283275807782	33879.66049474176	41630.28233894236	33866.8460669031	30324.7658855345	25211.905322868086	30600.261579787304	32128.934568353827	33884.6002383033	36223.82967734766	34974.45292642125	28043.45277998353	30536.664487850754	32120.435314832914	35010.60670359293	28393.123209108475	39476.27208753985	29131.56313934152	32914.29339878964	49239.86340909892	30405.017524261282	42808.161105450235	43973.9605645045	30275.612678869453	51982.33012780734	40150.86834433675	24058.766784653562	30068.414541828737	55315.2244266805	19903.046761469668	31178.22039344162	24686.035942850496	39737.576508066806	36695.151726306816	25141.124917737914	35019.25797659697	45512.04760341324	39025.91418568518	29130.104246182054	39992.313199480144	36475.591455444825	37537.266522700425	43446.337821234025	33124.75178687464	16763.58572466114	27575.278693423075	41784.67233730917	28642.109140443034	38417.01803468219	39148.207870507154	38521.45246863748	41724.41331304881	43645.37006947564	34924.18986895835	33585.66895394165	46447.29556146686	21838.06383309193	23492.316579097584	30713.14644562857	49735.03395192187	18206.885657002036	35540.13550748574	37773.533802146936	48471.26957550706	27489.106999626012	49997.75683823725	23415.860694981075	43815.61238614738	37656.40130355866	47943.01016991824	27736.768596660317	31222.199516061617	32613.592680455502	26910.456899148256	45776.6550840105	22403.980183240023	29829.138049799592	28368.793303873805	41768.24555757423	82847.17640166443	35369.43420084349	34977.553439878226	50821.431438659885	27587.30532626454	24420.213886244066	27622.754473177836	23382.20090615956	45198.15385409399	33505.06593622967	44123.91577510054	46395.12812618832	45126.22262766547	33475.312880117635	48967.12365604989	37214.23285449473	31760.671686542748	46159.77835029202	28975.80468856308	38219.23250491239	41818.73297041285	43460.939217821244	56226.58901123555	19452.297830271746	44684.70163123706	52705.96400952891	36784.336369295816	40409.511273953634	40380.46666381471	37777.75570355701	40469.2231641224	46437.50033751399	46822.25138285404	43301.40285452203	29108.64845666689	40811.374346188364	34731.93237766215	47557.58855377342	26084.424276632988	31850.861825974134	48957.23170108456	83433.41605945642	29203.00801725804	46026.47583042112	46077.49478217149	29881.978623093328	52159.30284729748	40473.56566353704	43635.5769749654	21364.884315057243	35474.52238118565	39870.70988245545	42839.01121931668	40692.29815206655	31595.223328288757	48669.11622686438	40420.040478892864	39684.313907377385	39153.31779784977	42541.121259000334	26641.528401249394	27658.58637954331	44771.096767551135	43497.875804354146	34033.054323663084	29228.10836783656	40488.10419867356	31687.460342681803	38634.74111345486	24617.420213490546	62833.7797208374	49921.4553482145	40898.98641390841	32060.34209202033	47790.18348107296	43244.470933564604	42656.57210395977	47033.51090347915	9671.056260230689	24161.65360253621	45031.53989728715	44298.219680255635	33039.07698825522	34124.122130215896	39185.676410016735	41385.71108369165	45725.25509633629	47579.56181196816	31783.387081857552	25028.06474753088	40479.14204789481	42332.65260553903	47816.17327625092	35265.979521184294	40832.91111255581	38341.084388032235	45212.99132987254	40439.98023876735	24741.346878754543	30687.85359069141	28650.488004219853	40695.41039277898	28292.512828019306	44635.21845026459	40765.152767255255	43266.59938047761	39628.12005898057	22674.937795443762	38961.86511595932	35916.414510188246	28639.330997509893	23600.178629642847	45658.73033516809	38982.405063568636	40376.293381731644	34198.98508998351	43597.85948755911	52951.241586182216	40140.34061630498	34527.47595047429	27331.714321931286	26332.887647818927	45914.37127277808	38634.31509389551	30458.605513796963	36936.872692784884	30082.5574371432	31714.87903044804	50974.01457601643	44334.616618834276	51885.88530607153	36490.38109553111	35741.19778716189	40488.634538000224	39362.29509681919	42796.552539454766	45920.686765771425	35772.93516317371	45565.30791720936	50313.77677989082	37109.89227590262	36803.33181124619	33392.49520784221	35506.707883328185	49480.938030858946	45362.92456280205	42925.795743637354	38179.99101861601	53146.10391495922	42901.88519823479	51590.138299559985	39908.21333987767	46973.64751245513	33561.303854317826	35463.78116840266	23747.11890461914	4.603340292275575	45643.98693813571	54124.434777139206	35588.13616320912	50194.94452410125	37092.122392821446	35400.663303014364	38163.94324578291	45141.259401184965	41025.3444805636	39755.79421045336	48260.22169997614	36862.584831332526	43650.436713351184	31863.78365751452	30192.14963960368	32853.86028570777	40857.736548999266	39908.88992027136	31998.61624722288	31013.673599425896	34095.113216386344	26529.42314778073	38580.83928223439	33381.109524942935	50829.35669898414	53519.89989251768	33859.90675826202	46653.79618048078	32980.58901775672	39839.502087198525	36261.127326654525	42673.309819026974	49202.15391575049	41375.78931563461	25654.722406352706	51049.399341271455	53639.119874147895	40362.848595912954	35957.62666328138	50951.00683764587	34571.32901698952	27062.064349165725	35556.13281650044	32098.74274128672	34166.40584473871	42345.81309363466	33720.606637501165	26060.23580361484	36648.94721874604	27949.28310133227	30521.64549249774	28078.14876489398	33665.81283361145	28033.923781609396	29903.615444214753	35107.542471006745	45608.560006224936	38710.302144207926	30860.04816116392	35447.32359392231	40849.44925843624	49272.72953731695	47674.73414592245	38702.32576766607	58367.234379240916	47141.12089102537	47637.12148381758	38170.89914733851	44071.45052822817	19556.632088300063	39326.22990800826	32307.296351405443	53226.846898754906	35968.395758104954	54710.9722803069	49072.78859173977	33589.85976270319	31636.163547747597	45103.28576751341	38216.370745563414	53281.73244358011	45274.565186324326	38915.960576955535	32996.24828342316	40170.59490825065	36938.8589401342	39872.238812148935	27023.03837283213	45455.21866898798	40252.66876269171	40076.69444316862	41550.6713778138	36229.10568359186	31854.921227211773	47530.50057599225	41298.08286076982	30048.461375824194	26077.311709139813	33371.89217072655	35961.10390784519	53654.37306993757	39530.12262493482	40764.32373138211	36383.88920539159	30828.216053400505	56784.173711381576	26610.90343089316	32236.030251703884	29041.328880044286	36791.09470381166	34821.01929760497	30702.87592778977	42862.1298245675	20608.505103631785	54853.11652979432	37958.57012752515	42832.8428966295	39186.59059425431	35027.688201695775	27572.013174323598	26618.045745857482	46380.12878458197	38839.82678553773	37659.224242234086	40715.60686515202	31120.275166442836	29062.03076848708	40135.8299667776	45360.20963102636	46067.25699309171	46832.763148334714	42383.921390026044
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9623635619754434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.12752971606177	0.0	0.0	0.0	0.0	0.0	386.12613634084255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.11737277006243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3654.5128899272254	85.54998202547588	0.0	0.0	0.0	0.0	0.0	5.051939396027995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.189732939882515	0.0	0.0	0.0	81.92069660451146	0.0	0.0	0.0	0.0	82.72854124071421	2.737029373160164	0.0	0.0	1.747166463478218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.2857380410289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.14009691297322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.783373658628825	0.0	530.5816363976177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	306.48994540163244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.001994130482913	0.0	0.0	0.0	0.0	0.0	0.0	53.34043115441368	0.0	24.43355196780078	124.85694921398502	0.0	0.0	0.0	0.0	29.185659393041625	0.0	0.0	0.0	19.289679620092304	0.0	0.0	0.0	0.0	0.0	2832.240312233797	248.99776345145304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.317846042837914	166.66774943613405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.10002679289096	0.0	4781.108937847459	144.7554261813249	0.0	0.0	0.0	940.474278264711	107.15370817143366	0.0	21.652681903370624	0.0	6.847202873084434	0.0	0.0	0.0	196.4705700873682	0.0	0.0	0.0	0.0	0.0	16.116551949410958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99441298117477	0.4193703387680578	0.0	275.44161674505466	33.78812420051952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.21979492313755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.87914721258746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.25500385736526	0.0	0.0	32.018852423915305	0.0	0.0	0.0	154.01311499185798	159.59758958864342	0.0	0.2799813681250853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	796.177011332101	0.0	0.0	152.57797015130416	163.44847636244103	0.0	0.0	0.0	0.0	112.58888824412301	0.0	0.0	0.0	0.0	0.0	0.0	11.513426193910682	34.801707315342426	22.591271737931542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	432.85081997970724	0.0	0.0	0.0	10.401856779686582	0.0	26.192121661074566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.87717624869953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3141.9075855801825	0.0	0.0	0.0	15.388163014350637	0.0	0.0	0.0	0.0	15.91096973545316	0.0	0.0	0.0	0.0	0.0	0.0	16.597359211335448	0.0	0.0	0.0	0.0	0.0	0.0	25.466406673263876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9879482881210797	10.950298737549618	0.0	0.0	5.4696151061104	91.41972508582182	0.0	0.0	0.0	0.0	0.0	297.30167780768005	0.0	0.0	0.0	83.23378110381583	0.0	0.0	0.0	0.0	0.0	0.0	0.3489755728679063	0.0	0.0	137.11483062971993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232.8569015216973	0.0	6700.7666257498595	7.769370566578706	0.0	15.19159986615651	50.039588434801466	134.39563581953075	1252.9500574195058	0.0	984.2962288885977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.578094065778252	0.0	107.33300856049826	0.0	0.0	531.2790725945823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0999814001219	0.0	9.629704348040347	0.0	101.06584212440889	0.0	0.0	0.0	0.0	0.0	0.0	120.34835669830382	0.0	0.0	0.0	0.0	0.0	0.0	876.8645826774482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.193231843064807	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.92313966710969	0.0	0.0	0.0	21.574687293702645	5.098555938607108	17.32497693982086	0.0	0.0	0.0	9.89262518660721	0.0	0.0	8.068124598904083	234.1334893089136	130.74036636075104	1966.151046933179	1862.388169980987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.234846348720827	13.153318807461337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.63819711784146	8.25234293648039	0.0	47.67885808787508	74.68362678310761	0.0	18.331859787463866	0.0	0.0	81.79183996222054	0.0	0.0	0.0	0.0	22.630883324766867	0.0	0.0	0.0	148.44108253647997	0.0	0.0	0.0	0.0	0.0	0.0	15.055703624696013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	777.0213383548619	0.0	47.134467159932136	0.0	0.0	0.0	0.0	0.0	0.0
