n_estimators,max_depth,min_samples_split,max_iter,mse_score_1,mse_score_2,mse_score_3,mse_score_4,mse_score_5,mse_score_6,mse_score_7,mse_score_8,mse_score_9,mse_score_10,mean_mse_score,prev_1,prev_2,prev_3,prev_4,prev_5,prev_6,prev_7,prev_8,prev_9,prev_10,mean_prev,ptev_1,ptev_2,ptev_3,ptev_4,ptev_5,ptev_6,ptev_7,ptev_8,ptev_9,ptev_10,mean_ptev
1,,2,2,28.086765076590765,24.345593735620653,39.05558334475386,16.836822827151266,19.623458136686512,25.623910735415674,43.55989692968424,32.86686609971343,29.071205956788592,29.19484919148505,28.826495203389005,1.8886139985475976,0.9204251906775248,1.2571939137661268,1.1360220176513804,1.3721590031382163,1.0827758672994028,1.7609160319189212,1.3621117272197927,1.4652189474769646,1.1780678645305043,1.3423504562226432,-0.8886139985475977,0.07957480932247517,-0.25719391376612677,-0.13602201765138056,-0.3721590031382162,-0.0827758672994027,-0.7609160319189212,-0.3621117272197927,-0.4652189474769645,-0.17806786453050422,-0.3423504562226431
1,,2,3,24.211881161265406,20.83456445690115,33.57003990846725,25.57266771239039,17.014613785915408,16.47591149969139,29.81555079044317,16.021247242191414,23.011182474552943,29.191051029700137,23.571871006151866,1.6586755133543072,1.2635988578944977,1.1387455724695614,1.7433508007900893,1.2428891039293415,0.7281920848749707,1.1316650622820836,0.6744074867454125,0.8621905763180238,1.1751568262030936,1.1618871884861381,-0.6586755133543073,-0.26359885789449766,-0.13874557246956132,-0.7433508007900892,-0.24288910392934157,0.2718079151250293,-0.13166506228208374,0.3255925132545875,0.1378094236819762,-0.17515682620309359,-0.16188718848613812
1,,2,10,18.345712845461534,20.730080072826198,32.21452615107222,30.768227760856522,20.162614749234315,29.860465118653362,29.10629122937775,24.581404992699106,26.08010765486186,36.11835643582227,26.79677870108651,1.2453134618765613,1.3409268519274276,0.9407142681040811,2.102119813694097,1.4305647528146075,1.1342890465563995,1.065744594165605,1.041183818451382,1.4517591881806358,1.4450105715502697,1.3197626367321067,-0.24531346187656128,-0.3409268519274275,0.059285731895918944,-1.1021198136940973,-0.4305647528146075,-0.13428904655639945,-0.06574459416560499,-0.041183818451382005,-0.4517591881806358,-0.4450105715502696,-0.31976263673210664
1,,2,20,21.505777486701387,12.977167680141795,23.18812366573619,24.494139313786278,24.9161354751846,18.52187743759317,32.71328082696384,19.491805415059993,14.96612925426236,32.7308148402309,22.55052513956605,1.0653571994121955,0.5449069427719231,0.7449499828851609,1.708568002579884,1.6976544657093042,0.710741253364554,1.1481939570071746,0.7925836379250282,0.5385976840495114,1.2262980378547306,1.0177851163559466,-0.0653571994121956,0.4550930572280769,0.2550500171148391,-0.708568002579884,-0.6976544657093042,0.289258746635446,-0.14819395700717466,0.20741636207497186,0.4614023159504887,-0.22629803785473065,-0.017785116355946654
1,,5,2,39.40199341884933,20.20474670793714,20.507475385693358,25.807777260118353,21.042915516500713,15.953244578999083,20.63532460807374,20.32665520147467,32.688209285115704,25.304683051090397,24.187302501385247,2.221434523784073,1.2088473721670785,0.6522820506620496,1.7842288942551203,1.562813544326882,0.5773384475093047,0.7358439050241137,0.8290996531420664,1.7866956603794975,1.021491855787918,1.2380075907038104,-1.221434523784073,-0.20884737216707844,0.3477179493379504,-0.7842288942551202,-0.562813544326882,0.42266155249069526,0.2641560949758864,0.17090034685793368,-0.7866956603794976,-0.021491855787917968,-0.23800759070381033
1,,5,3,17.41400174194302,27.82989812752701,32.94817867232299,18.20281725300669,17.79763803164936,37.43449698421244,26.300549539456732,40.07775955251558,27.562223252896167,15.713913111352301,26.12814762668823,1.078485226137229,1.4632594715798033,0.6950763195811053,1.186681150219174,1.0789405439454864,1.4856568927641616,1.01730445671131,1.6607062501370082,1.5332961713383984,0.6136842098190579,1.1813090692232733,-0.07848522613722918,-0.46325947157980324,0.3049236804188948,-0.18668115021917409,-0.07894054394548655,-0.4856568927641615,-0.01730445671131011,-0.6607062501370082,-0.5332961713383982,0.38631579018094203,-0.18130906922327344
1,,5,10,16.666066003009817,20.03849492806369,27.428362430681947,17.014576536180563,17.56181373009894,24.100390857213043,20.759293480936783,26.378213607376477,21.238990101048838,22.126604520204374,21.33128061948145,0.6893080467979084,1.1850267494502567,0.6805614723810881,1.184421519713139,0.9806831911133527,1.0375454957621193,0.8492291864898057,1.0653537363885264,1.0666787311030168,0.74191337214415,0.9480721501343364,0.3106919532020917,-0.1850267494502567,0.31943852761891184,-0.18442151971313894,0.019316808886647323,-0.037545495762119324,0.15077081351019428,-0.06535373638852632,-0.06667873110301688,0.25808662785584996,0.05192784986566369
1,,5,20,17.895947855993363,12.923832812695347,15.00647740914468,13.101396516282904,14.395373462208434,9.676301203897355,8.845694200551716,13.772131222158514,13.453231415473747,19.565211346676346,13.86355974450824,0.865364574205648,0.6381968753026542,0.3285770230758362,0.9043032618335193,0.7069876698056422,0.38341480055487087,0.36249765734510675,0.5124484577712768,0.6567688304633184,0.6253704387899599,0.5983929589147833,0.13463542579435192,0.36180312469734577,0.6714229769241639,0.09569673816648078,0.29301233019435774,0.6165851994451291,0.6375023426548933,0.48755154222872316,0.3432311695366817,0.37462956121004015,0.4016070410852167
1,1.0,2,2,11.188909661938492,10.377906718494433,12.787693871229843,6.245185250636405,3.1910454339197503,6.31125737905358,7.380706936017216,7.278256508074653,8.531903750180387,4.336053166505273,7.762891867605004,0.3484506511256472,0.38281549123877673,0.24583885188619045,0.41633428026416136,0.21661078920660218,0.20928034469655238,0.18642654158668007,0.29215504241224377,0.40864414123435777,0.15802181348347172,0.2864577947134684,0.6515493488743528,0.6171845087612233,0.7541611481138095,0.5836657197358387,0.7833892107933978,0.7907196553034477,0.81357345841332,0.7078449575877561,0.5913558587656422,0.8419781865165283,0.7135422052865317
1,1.0,2,3,10.651102902577632,10.629753866763606,13.766821206276536,6.027502928846266,2.912259970283217,4.227202264973279,6.101749139071186,7.242498076748846,6.704860412167586,4.005986043100474,7.226973681080862,0.3808650939740029,0.30714801744421766,0.2578530288659997,0.401955840779906,0.16583516508259935,0.0818903299328071,0.18763199381863918,0.27413525766294183,0.2676885177473187,0.13751150199924506,0.2462514747307678,0.6191349060259971,0.6928519825557824,0.7421469711340003,0.5980441592200941,0.8341648349174006,0.9181096700671929,0.8123680061813608,0.7258647423370581,0.7323114822526813,0.862488498000755,0.7537485252692323
